"","WK_ID","WK","MESSSTELLE","ID_ABSCHNITT","QK","PARAMETER","DATUM","WERT","KOMMENTAR","EINHEIT","ABUNDANZART","METHODE","MESSPROGRAMM","EU_CD_LW"
"2100","80001582739","Schwielochsee","1039","1039a","Diatomeen","Amphora ovalis",2014-07-30,0.4,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2101","80001582739","Schwielochsee","1039","1039a","Diatomeen","Amphora ovalis",2014-07-30,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2102","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Amphora pediculus",2014-07-31,6.48,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2103","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Amphora pediculus",2014-07-31,33,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2104","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Amphora pediculus",2014-07-31,14.68,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2105","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Amphora pediculus",2014-07-31,74,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2106","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Amphora pediculus",2023-07-30,68.0926916221034,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2107","80001582739","Schwielochsee","1031","1031a","Diatomeen","Amphora pediculus",2014-07-31,7.35,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2108","80001582739","Schwielochsee","1031","1031a","Diatomeen","Amphora pediculus",2014-07-31,38,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2109","80001582739","Schwielochsee","1031","1031a","Diatomeen","Amphora pediculus",2023-07-30,52.1153846153846,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2110","80001582739","Schwielochsee","1033","1033a","Diatomeen","Amphora pediculus",2014-07-30,19.65,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2111","80001582739","Schwielochsee","1033","1033a","Diatomeen","Amphora pediculus",2014-07-30,101,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2112","80001582739","Schwielochsee","1033","1033a","Diatomeen","Amphora pediculus",2023-07-30,18.9189189189189,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2113","80001582739","Schwielochsee","1034","1034a","Diatomeen","Amphora pediculus",2014-07-31,12.62,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2114","80001582739","Schwielochsee","1034","1034a","Diatomeen","Amphora pediculus",2014-07-31,64,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2115","80001582739","Schwielochsee","1034","1034a","Diatomeen","Amphora pediculus",2023-07-30,5.33333333333333,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2116","80001582739","Schwielochsee","1035","1035a","Diatomeen","Amphora pediculus",2014-07-31,4.15,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2117","80001582739","Schwielochsee","1035","1035a","Diatomeen","Amphora pediculus",2014-07-31,21,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2118","80001582739","Schwielochsee","1035","1035a","Diatomeen","Amphora pediculus",2023-07-30,9.86717267552182,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2119","80001582739","Schwielochsee","1036","1036a","Diatomeen","Amphora pediculus",2014-07-31,13.89,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2120","80001582739","Schwielochsee","1036","1036a","Diatomeen","Amphora pediculus",2014-07-31,71,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2121","80001582739","Schwielochsee","1036","1036a","Diatomeen","Amphora pediculus",2023-07-30,14.4486692015209,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2122","80001582739","Schwielochsee","1037","1037a","Diatomeen","Amphora pediculus",2014-07-31,2.91,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2123","80001582739","Schwielochsee","1037","1037a","Diatomeen","Amphora pediculus",2014-07-31,15,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2124","80001582739","Schwielochsee","1037","1037a","Diatomeen","Amphora pediculus",2023-07-30,10.2161100196464,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2125","80001582739","Schwielochsee","1038","1038a","Diatomeen","Amphora pediculus",2014-07-31,15.61,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2126","80001582739","Schwielochsee","1038","1038a","Diatomeen","Amphora pediculus",2014-07-31,79,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2127","80001582739","Schwielochsee","1038","1038a","Diatomeen","Amphora pediculus",2023-07-30,37.1212121212121,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2128","80001582739","Schwielochsee","1039","1039a","Diatomeen","Amphora pediculus",2014-07-30,15.81,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2129","80001582739","Schwielochsee","1039","1039a","Diatomeen","Amphora pediculus",2014-07-30,80,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2130","80001582739","Schwielochsee","1039","1039a","Diatomeen","Amphora pediculus",2023-07-30,8.93536121673004,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2131","80001582739","Schwielochsee","1036","1036a","Diatomeen","Amphora subatomus",2023-07-30,0.190114068441065,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2132","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Aneumastus balticus",2014-07-31,0.39,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2133","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Aneumastus balticus",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2134","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Aneumastus balticus",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2135","80001582739","Schwielochsee","1031","1031a","Diatomeen","Aneumastus balticus",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2136","80001582739","Schwielochsee","1033","1033a","Diatomeen","Aneumastus balticus",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2137","80001582739","Schwielochsee","1038","1038a","Diatomeen","Aneumastus balticus",2023-07-30,0.189393939393939,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2138","80001582739","Schwielochsee","1031","1031a","Diatomeen","Aneumastus minor",2014-07-31,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2139","80001582739","Schwielochsee","1031","1031a","Diatomeen","Aneumastus minor",2014-07-31,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2140","80001582739","Schwielochsee","1039","1039a","Diatomeen","Bacillaria paxillifera",2014-07-30,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2141","80001582739","Schwielochsee","1039","1039a","Diatomeen","Bacillaria paxillifera",2014-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2142","80001582739","Schwielochsee","1034","1034b","Makrophyten","Blaualgen",2008-07-15,1,NA,"%","Deckungsgrad","MIB 2004","keine Angabe","DELW_DEBB80001582739"
"2143","80001582739","Schwielochsee","1031","1031a","Diatomeen","Caloneis amphisbaena f. amphisbaena",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2144","80001582739","Schwielochsee","1038","1038a","Diatomeen","Caloneis fontinalis",2014-07-31,0.4,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2145","80001582739","Schwielochsee","1038","1038a","Diatomeen","Caloneis fontinalis",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2146","80001582739","Schwielochsee","1031","1031a","Diatomeen","Caloneis lancettula",2014-07-31,0.39,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2147","80001582739","Schwielochsee","1031","1031a","Diatomeen","Caloneis lancettula",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2148","80001582739","Schwielochsee","1033","1033a","Diatomeen","Caloneis lancettula",2023-07-30,0.193050193050193,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2149","80001582739","Schwielochsee","1035","1035a","Diatomeen","Caloneis lancettula",2014-07-31,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2150","80001582739","Schwielochsee","1035","1035a","Diatomeen","Caloneis lancettula",2014-07-31,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2151","80001582739","Schwielochsee","1038","1038a","Diatomeen","Caloneis lancettula",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2152","80001582739","Schwielochsee","1039","1039a","Diatomeen","Caloneis lancettula",2014-07-30,0.59,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2153","80001582739","Schwielochsee","1039","1039a","Diatomeen","Caloneis lancettula",2014-07-30,3,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2154","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Cavinula scutelloides",2014-07-31,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2155","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Cavinula scutelloides",2014-07-31,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2156","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cavinula scutelloides",2014-07-31,1.39,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2157","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cavinula scutelloides",2014-07-31,7,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2158","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cavinula scutelloides",2023-07-30,0.71301247771836,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2159","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cavinula scutelloides",2014-07-31,0.39,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2160","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cavinula scutelloides",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2161","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cavinula scutelloides",2023-07-30,0.769230769230769,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2162","80001582739","Schwielochsee","1033","1033a","Diatomeen","Cavinula scutelloides",2014-07-30,0.19,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2163","80001582739","Schwielochsee","1033","1033a","Diatomeen","Cavinula scutelloides",2014-07-30,1,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2164","80001582739","Schwielochsee","1033","1033a","Diatomeen","Cavinula scutelloides",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2165","80001582739","Schwielochsee","1034","1034a","Diatomeen","Cavinula scutelloides",2014-07-31,0.2,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2166","80001582739","Schwielochsee","1034","1034a","Diatomeen","Cavinula scutelloides",2014-07-31,1,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2167","80001582739","Schwielochsee","1035","1035a","Diatomeen","Cavinula scutelloides",2014-07-31,1.19,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2168","80001582739","Schwielochsee","1035","1035a","Diatomeen","Cavinula scutelloides",2014-07-31,6,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2169","80001582739","Schwielochsee","1035","1035a","Diatomeen","Cavinula scutelloides",2023-07-30,0.379506641366224,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2170","80001582739","Schwielochsee","1036","1036a","Diatomeen","Cavinula scutelloides",2014-07-31,0.39,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2171","80001582739","Schwielochsee","1036","1036a","Diatomeen","Cavinula scutelloides",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2172","80001582739","Schwielochsee","1036","1036a","Diatomeen","Cavinula scutelloides",2023-07-30,0.190114068441065,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2173","80001582739","Schwielochsee","1037","1037a","Diatomeen","Cavinula scutelloides",2014-07-31,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2174","80001582739","Schwielochsee","1037","1037a","Diatomeen","Cavinula scutelloides",2014-07-31,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2175","80001582739","Schwielochsee","1037","1037a","Diatomeen","Cavinula scutelloides",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2176","80001582739","Schwielochsee","1038","1038a","Diatomeen","Cavinula scutelloides",2014-07-31,0.59,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2177","80001582739","Schwielochsee","1038","1038a","Diatomeen","Cavinula scutelloides",2014-07-31,3,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2178","80001582739","Schwielochsee","1038","1038a","Diatomeen","Cavinula scutelloides",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2179","80001582739","Schwielochsee","10300011","10300011b","Makrophyten","Ceratophyllum demersum",2017-08-14,0.1,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2017","DELW_DEBB80001582739"
"2180","80001582739","Schwielochsee","1031","1031a","Makrophyten","Ceratophyllum demersum",2001-08-01,12.5,NA,"%","Deckungsgrad","MIB 2004","keine Angabe","DELW_DEBB80001582739"
"2181","80001582739","Schwielochsee","1034","1034b","Makrophyten","Ceratophyllum demersum",2008-07-15,70,NA,"%","Deckungsgrad","MIB 2004","keine Angabe","DELW_DEBB80001582739"
"2182","80001582739","Schwielochsee","1034","1034b","Makrophyten","Ceratophyllum demersum",2014-08-16,4,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2014","DELW_DEBB80001582739"
"2183","80001582739","Schwielochsee","1034","1034c","Makrophyten","Ceratophyllum demersum",2008-07-15,0.1,NA,"%","Deckungsgrad","MIB 2004","keine Angabe","DELW_DEBB80001582739"
"2184","80001582739","Schwielochsee","1034","1034c","Makrophyten","Ceratophyllum demersum",2014-08-16,2,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2014","DELW_DEBB80001582739"
"2185","80001582739","Schwielochsee","1034","1034d","Makrophyten","Ceratophyllum demersum",2014-08-16,4,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2014","DELW_DEBB80001582739"
"2186","80001582739","Schwielochsee","1036","1036b","Makrophyten","Ceratophyllum demersum",2017-08-14,0.1,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2017","DELW_DEBB80001582739"
"2187","80001582739","Schwielochsee","1034","1034b","Makrophyten","Ceratophyllum submersum",2017-08-14,7.5,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2017","DELW_DEBB80001582739"
"2188","80001582739","Schwielochsee","1034","1034c","Makrophyten","Ceratophyllum submersum",2017-08-14,2,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2017","DELW_DEBB80001582739"
"2189","80001582739","Schwielochsee","1034","1034d","Makrophyten","Ceratophyllum submersum",2017-08-14,0.1,NA,"%","Deckungsgrad","MIB 2004","Makrophyten 2017","DELW_DEBB80001582739"
"2190","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cocconeis disculus",2023-07-30,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2191","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Cocconeis neodiminuta",2014-07-31,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2192","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Cocconeis neodiminuta",2014-07-31,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2193","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cocconeis neodiminuta",2014-07-31,0.4,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2194","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cocconeis neodiminuta",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2195","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cocconeis neodiminuta",2014-07-31,0,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2196","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cocconeis neodiminuta",2014-07-31,0,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2197","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Cocconeis neothumensis",2014-07-31,0.39,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2198","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Cocconeis neothumensis",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2199","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cocconeis neothumensis",2014-07-31,1.19,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2200","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cocconeis neothumensis",2014-07-31,6,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2201","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cocconeis neothumensis",2023-07-30,1.42602495543672,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2202","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cocconeis neothumensis",2014-07-31,0.77,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2203","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cocconeis neothumensis",2014-07-31,4,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2204","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cocconeis neothumensis",2023-07-30,1.15384615384615,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2205","80001582739","Schwielochsee","1033","1033a","Diatomeen","Cocconeis neothumensis",2014-07-30,3.5,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2206","80001582739","Schwielochsee","1033","1033a","Diatomeen","Cocconeis neothumensis",2014-07-30,18,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2207","80001582739","Schwielochsee","1033","1033a","Diatomeen","Cocconeis neothumensis",2023-07-30,5.79150579150579,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2208","80001582739","Schwielochsee","1035","1035a","Diatomeen","Cocconeis neothumensis",2014-07-31,0.4,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2209","80001582739","Schwielochsee","1035","1035a","Diatomeen","Cocconeis neothumensis",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2210","80001582739","Schwielochsee","1035","1035a","Diatomeen","Cocconeis neothumensis",2023-07-30,0.94876660341556,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2211","80001582739","Schwielochsee","1036","1036a","Diatomeen","Cocconeis neothumensis",2014-07-31,3.91,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2212","80001582739","Schwielochsee","1036","1036a","Diatomeen","Cocconeis neothumensis",2014-07-31,20,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2213","80001582739","Schwielochsee","1036","1036a","Diatomeen","Cocconeis neothumensis",2023-07-30,0.380228136882129,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2214","80001582739","Schwielochsee","1038","1038a","Diatomeen","Cocconeis neothumensis",2014-07-31,1.78,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2215","80001582739","Schwielochsee","1038","1038a","Diatomeen","Cocconeis neothumensis",2014-07-31,9,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2216","80001582739","Schwielochsee","1038","1038a","Diatomeen","Cocconeis neothumensis",2023-07-30,0.189393939393939,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2217","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Cocconeis pediculus",2014-07-31,0.39,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2218","80001582739","Schwielochsee","10300010","10300010a","Diatomeen","Cocconeis pediculus",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2219","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cocconeis pediculus",2014-07-31,0.4,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2220","80001582739","Schwielochsee","10300011","10300011a","Diatomeen","Cocconeis pediculus",2014-07-31,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2221","80001582739","Schwielochsee","1031","1031a","Diatomeen","Cocconeis pediculus",2023-07-30,0.192307692307692,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 5.3","Diatomeen FG 2023","DELW_DEBB80001582739"
"2222","80001582739","Schwielochsee","1033","1033a","Diatomeen","Cocconeis pediculus",2014-07-30,0.39,NA,"%","Abundanzen (alle) ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
"2223","80001582739","Schwielochsee","1033","1033a","Diatomeen","Cocconeis pediculus",2014-07-30,2,NA,NA,"Zähldaten Taxa ohne cf","PHYLIB 4.1","Diatomeen Seen 2014","DELW_DEBB80001582739"
