"","WK_ID","WASSERKÖRPER","ORT","MESSSTELLE","JAHR","PARAMETER","BESCHREIBUNG","METHODE","KOMPONENTE","EINHEIT","X_WERT","Y_WERT","WERT","EXPERTENURTEIL","KOMMENTAR","EU_CD_LW"
"733","80001582739","Schwielochsee",NA,"80001582739_HM","2023","ST_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","0,9083",NA,NA,"DELW_DEBB80001582739"
"734","80001582739","Schwielochsee",NA,"1034","2008","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"445281","5769246","0-1,75",NA,NA,"DELW_DEBB80001582739"
"735","80001582739","Schwielochsee",NA,"80001582739_HM","2005","Chl_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","42",NA,NA,"DELW_DEBB80001582739"
"736","80001582739","Schwielochsee",NA,"10300010","2023","Gesamthäufigkeit (prozent) D","Gesamthäufigkeit [%] D","PHYLIB 5.3","Diatomeen",NA,"444516","5765112","100",NA,NA,"DELW_DEBB80001582739"
"737","80001582739","Schwielochsee",NA,"10300010","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Diatomeen",NA,"444516","5765112","1",NA,NA,"DELW_DEBB80001582739"
"738","80001582739","Schwielochsee",NA,"80001582739_HM","2020","MST Chloro-Bewertung","Bewertung Chloro für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","4,57",NA,NA,"DELW_DEBB80001582739"
"739","80001582739","Schwielochsee",NA,"S_0522","2001","Sichttiefe_Jahesmittel","Sichttiefe_Jahesmittel in m","nicht bekannt","Chemie (See und FG)",NA,NA,NA,"0,4833",NA,NA,"DELW_DEBB80001582739"
"740","80001582739","Schwielochsee",NA,"1031","2014","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"446157","5767362","DS 12",NA,NA,"DELW_DEBB80001582739"
"741","80001582739","Schwielochsee",NA,"10300010","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Diatomeen",NA,"444516","5765112","true",NA,NA,"DELW_DEBB80001582739"
"742","80001582739","Schwielochsee",NA,"1037","2023","Bewertung (dezimal)","Bewertung (dezimal)","PHYLIB 5.3","Diatomeen",NA,"444932","5766558","1,88",NA,NA,"DELW_DEBB80001582739"
"743","80001582739","Schwielochsee",NA,"80001582739_HM","2023","MST Version-Programm",NA,"PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"445145","5765686","PhytoSee Online 8.0.3, Stand 02.05.2024",NA,NA,"DELW_DEBB80001582739"
"744","80001582739","Schwielochsee",NA,"1033","2020","MMI","Multimetrischer Index","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"446053","5773006","0,84",NA,NA,"DELW_DEBB80001582739"
"745","80001582739","Schwielochsee",NA,"80001582739_HM","2017","MST Chloro-Bewertung","Bewertung Chloro für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","4,98",NA,NA,"DELW_DEBB80001582739"
"746","80001582739","Schwielochsee",NA,"80001582739_HM","2014","TI_akt","LAWA-Trophieindex","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","3,83",NA,NA,"DELW_DEBB80001582739"
"747","80001582739","Schwielochsee",NA,"80001582739_HM","2020","MST PTSI_Bew","PTSI-Bewertung für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","3,15",NA,NA,"DELW_DEBB80001582739"
"748","80001582739","Schwielochsee",NA,"10300011","2008","Anzahl inidkativer Taxa","Diatomeen Seen","nicht bekannt","Diatomeen",NA,"446147","5765092","9",NA,NA,"DELW_DEBB80001582739"
"749","80001582739","Schwielochsee",NA,"1034","2008","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"445281","5769246","0-2,53",NA,NA,"DELW_DEBB80001582739"
"750","80001582739","Schwielochsee",NA,"80001582739_HM","2020","TP_Frühjahr_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","6",NA,NA,"DELW_DEBB80001582739"
"751","80001582739","Schwielochsee",NA,"80001582739_3","2005","Sichttiefe_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"446002","5769556","6",NA,NA,"DELW_DEBB80001582739"
"752","80001582739","Schwielochsee",NA,"10300010","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"444516","5765112","12",NA,NA,"DELW_DEBB80001582739"
"753","80001582739","Schwielochsee",NA,"1038","2023","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","PHYLIB 5.3","Makrophyten",NA,"443875","5763244","4",NA,NA,"DELW_DEBB80001582739"
"754","80001582739","Schwielochsee",NA,"80001582739_HM","2023","Bewertung Phytoplankton","Bi Phytoplankton ( nach neuer (2009) See-Typzuweisung und Phytosee 4) und Phytofliess","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"445145","5765686","4",NA,NA,"DELW_DEBB80001582739"
"755","80001582739","Schwielochsee",NA,"1035","2014","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","PHYLIB 5.3","Diatomeen",NA,"445899","5770756","0,657",NA,NA,"DELW_DEBB80001582739"
"756","80001582739","Schwielochsee",NA,"1038","2023","M-sicher","M-sicher","PHYLIB 5.3","Makrophyten",NA,"443875","5763244","true",NA,NA,"DELW_DEBB80001582739"
"757","80001582739","Schwielochsee",NA,"1039","2023","Makrophytenverödung","Makrophytenverödung","PHYLIB 5.3","Makrophyten",NA,"444323","5771900","false",NA,NA,"DELW_DEBB80001582739"
"758","80001582739","Schwielochsee",NA,"80001582739_HM","2014","MST Beprobung konform?","Beprobung methodenkonform oder nicht? für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","ok",NA,NA,"DELW_DEBB80001582739"
"759","80001582739","Schwielochsee",NA,"1039","2014","vorlaeufigeBewertung","See; Fließgew; vorläufige Bewertung der Messstelle, (FGW - Halobienindex und Versauerung wird nicht berücksichtigt; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird nicht berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"444323","5771900","3",NA,NA,"DELW_DEBB80001582739"
"760","80001582739","Schwielochsee",NA,"1038","2023","Zustandsklasse","Zustands-/Potentialklasse","PHYLIB 5.3","Diatomeen",NA,"443875","5763244","3",NA,NA,"DELW_DEBB80001582739"
"761","80001582739","Schwielochsee",NA,"1035","2014","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"445899","5770756","TKp - 12",NA,NA,"DELW_DEBB80001582739"
"762","80001582739","Schwielochsee",NA,"1035","2023","Vegetationsgrenze","Vegetationsgrenze","PHYLIB 5.3","Makrophyten",NA,"445899","5770756","1,6",NA,NA,"DELW_DEBB80001582739"
"763","80001582739","Schwielochsee",NA,"1036","2023","Bewertung (dezimal)","Bewertung (dezimal)","PHYLIB 5.3","Diatomeen",NA,"447144","5770085","2,34",NA,NA,"DELW_DEBB80001582739"
"764","80001582739","Schwielochsee",NA,"1031","2023","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"446157","5767362","DS 12",NA,NA,"DELW_DEBB80001582739"
"765","80001582739","Schwielochsee",NA,"80001582739_HM","2020","MST Gewässerart",NA,"PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","See",NA,NA,"DELW_DEBB80001582739"
"766","80001582739","Schwielochsee",NA,"1035","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"445899","5770756","12",NA,NA,"DELW_DEBB80001582739"
"767","80001582739","Schwielochsee",NA,"10300011","2008","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","nicht bekannt","Diatomeen",NA,"446147","5765092","0,48",NA,NA,"DELW_DEBB80001582739"
"768","80001582739","Schwielochsee",NA,"80001582739_HM","2020","MST Gesamtbewertung verbal stufig","PSI verbal  für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","mäßig",NA,NA,"DELW_DEBB80001582739"
"769","80001582739","Schwielochsee",NA,"10300011","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"446147","5765092","12",NA,NA,"DELW_DEBB80001582739"
"770","80001582739","Schwielochsee",NA,"80001582739_HM","2023","TP_Frühjahr_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","6",NA,NA,"DELW_DEBB80001582739"
"771","80001582739","Schwielochsee",NA,"80001582739_HM","2014","MST Chloro-Bewertung","Bewertung Chloro für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","5,05",NA,NA,"DELW_DEBB80001582739"
"772","80001582739","Schwielochsee",NA,"1037","2014","TIL_Nord","See; berechneter Trophie-Index Nord","PHYLIB 5.3","Diatomeen",NA,"444932","5766558","3,22",NA,NA,"DELW_DEBB80001582739"
"773","80001582739","Schwielochsee",NA,"1034","2014","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","PHYLIB 5.3","Diatomeen",NA,"445281","5769246","0,66",NA,NA,"DELW_DEBB80001582739"
"774","80001582739","Schwielochsee",NA,"80001582739_HM","2008","TP_Frühjahr_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","6",NA,NA,"DELW_DEBB80001582739"
"775","80001582739","Schwielochsee",NA,"80001582739_1","2005","TNb_Sommer","Stickstoffkonz. im Sommer","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"444387","5763703","1,25",NA,NA,"DELW_DEBB80001582739"
"776","80001582739","Schwielochsee",NA,"1033","2017","MIB","Makrophytenindex Brandenburg","nicht bekannt","Makrophyten",NA,"446053","5773006","3,67",NA,NA,"DELW_DEBB80001582739"
"777","80001582739","Schwielochsee",NA,"1033","2014","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"446053","5773006","3",NA,NA,"DELW_DEBB80001582739"
"778","80001582739","Schwielochsee",NA,"10300012","2020","MMI","Multimetrischer Index","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"445983","5770601","0,91",NA,NA,"DELW_DEBB80001582739"
"779","80001582739","Schwielochsee",NA,"1038","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Diatomeen",NA,"443875","5763244","true",NA,NA,"DELW_DEBB80001582739"
"780","80001582739","Schwielochsee",NA,"80001582739_HM","2020","MST PSI Phyto-See-Index","PSI als Zahl für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","3,1",NA,NA,"DELW_DEBB80001582739"
"781","80001582739","Schwielochsee",NA,"1035","2023","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"445899","5770756","TKp - 12",NA,NA,"DELW_DEBB80001582739"
"782","80001582739","Schwielochsee",NA,"10300012","2020","Teilbewertung_QK_MZB","MZB-Gesamtbewertung/ Bi Ben_Inv","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"445983","5770601","1",NA,NA,"DELW_DEBB80001582739"
"783","80001582739","Schwielochsee",NA,"1031","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Makrophyten",NA,"446157","5767362","true",NA,NA,"DELW_DEBB80001582739"
"784","80001582739","Schwielochsee",NA,"80001582739_HM","2014","MST Bac_Crypto_S_Bew","Bewertung Bac_Crypto für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","3,71",NA,NA,"DELW_DEBB80001582739"
"785","80001582739","Schwielochsee",NA,"1031","2020","MMI","Multimetrischer Index","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"446157","5767362","0,86",NA,NA,"DELW_DEBB80001582739"
"786","80001582739","Schwielochsee",NA,"10300015","2020","MMI","Multimetrischer Index","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"443596","5765106","0,93",NA,NA,"DELW_DEBB80001582739"
"787","80001582739","Schwielochsee",NA,"10300010","2014","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"444516","5765112","12",NA,NA,"DELW_DEBB80001582739"
"788","80001582739","Schwielochsee",NA,"1031","2023","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"446157","5767362","2",NA,NA,"DELW_DEBB80001582739"
"789","80001582739","Schwielochsee",NA,"80001582739_HM","2014","MST TypPTSI_Ref","PTSI-Referenz für den Typ","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","2,5",NA,NA,"DELW_DEBB80001582739"
"790","80001582739","Schwielochsee",NA,"1037","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"444932","5766558","12",NA,NA,"DELW_DEBB80001582739"
"791","80001582739","Schwielochsee",NA,"1031","2014","vorlaeufigeBewertung","See; Fließgew; vorläufige Bewertung der Messstelle, (FGW - Halobienindex und Versauerung wird nicht berücksichtigt; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird nicht berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"446157","5767362","3",NA,NA,"DELW_DEBB80001582739"
"792","80001582739","Schwielochsee",NA,"80001582739_HM","2023","Chl_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","10",NA,NA,"DELW_DEBB80001582739"
"793","80001582739","Schwielochsee",NA,"1036","2023","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"447144","5770085","TKp - 12",NA,NA,"DELW_DEBB80001582739"
"794","80001582739","Schwielochsee",NA,"S_0520","2003","Chl_MW","Jahresmittelwert Chl-a in µg/l","nicht bekannt","Chemie (See und FG)",NA,NA,NA,"107,17",NA,NA,"DELW_DEBB80001582739"
"795","80001582739","Schwielochsee",NA,"S_0520","2002","Chl_MW","Jahresmittelwert Chl-a in µg/l","nicht bekannt","Chemie (See und FG)",NA,NA,NA,"85,5",NA,NA,"DELW_DEBB80001582739"
"796","80001582739","Schwielochsee",NA,"1037","2023","Vegetationsgrenze","Vegetationsgrenze","PHYLIB 5.3","Makrophyten",NA,"444932","5766558","1",NA,NA,"DELW_DEBB80001582739"
"797","80001582739","Schwielochsee",NA,"1035","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Makrophyten",NA,"445899","5770756","true",NA,NA,"DELW_DEBB80001582739"
"798","80001582739","Schwielochsee",NA,"1031","2023","Makrophytenverödung","Makrophytenverödung","PHYLIB 5.3","Makrophyten",NA,"446157","5767362","false",NA,NA,"DELW_DEBB80001582739"
"799","80001582739","Schwielochsee",NA,"1039","2023","Makrophytenverödung","Makrophytenverödung","PHYLIB 5.3","Diatomeen",NA,"444323","5771900","false",NA,NA,"DELW_DEBB80001582739"
"800","80001582739","Schwielochsee",NA,"80001582739_HM","2014","Chl_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","50,55",NA,NA,"DELW_DEBB80001582739"
"801","80001582739","Schwielochsee",NA,"1037","2023","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"444932","5766558","TKp - 12",NA,NA,"DELW_DEBB80001582739"
"802","80001582739","Schwielochsee",NA,"1031","2014","TIL_Nord","See; berechneter Trophie-Index Nord","PHYLIB 5.3","Diatomeen",NA,"446157","5767362","3,14",NA,NA,"DELW_DEBB80001582739"
"803","80001582739","Schwielochsee",NA,"1036","2017","MIB","Makrophytenindex Brandenburg","nicht bekannt","Makrophyten",NA,"447144","5770085","3,73",NA,NA,"DELW_DEBB80001582739"
"804","80001582739","Schwielochsee",NA,"80001582739_3","2005","TI_akt","LAWA-Trophieindex","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"446002","5769556","3,71",NA,NA,"DELW_DEBB80001582739"
"805","80001582739","Schwielochsee",NA,"1035","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Makrophyten",NA,"445899","5770756","0",NA,NA,"DELW_DEBB80001582739"
"806","80001582739","Schwielochsee",NA,"1034","2023","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"445281","5769246","DS 12",NA,NA,"DELW_DEBB80001582739"
"807","80001582739","Schwielochsee",NA,"1037","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"444932","5766558","12",NA,NA,"DELW_DEBB80001582739"
"808","80001582739","Schwielochsee",NA,"10300011","2014","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"446147","5765092","12",NA,NA,"DELW_DEBB80001582739"
"809","80001582739","Schwielochsee",NA,"1031","2020","Teilbewertung_QK_MZB","MZB-Gesamtbewertung/ Bi Ben_Inv","AESHNA (Version Mai 2017)","Makrozoobenthos",NA,"446157","5767362","1",NA,NA,"DELW_DEBB80001582739"
"810","80001582739","Schwielochsee",NA,"1033","2023","M-sicher","M-sicher","PHYLIB 5.3","Makrophyten",NA,"446053","5773006","true",NA,NA,"DELW_DEBB80001582739"
"811","80001582739","Schwielochsee",NA,"S_0520","2004","Chl_MW","Jahresmittelwert Chl-a in µg/l","nicht bekannt","Chemie (See und FG)",NA,NA,NA,"71",NA,NA,"DELW_DEBB80001582739"
"812","80001582739","Schwielochsee",NA,"1034","2023","Makrophytenverödung","Makrophytenverödung","PHYLIB 5.3","Diatomeen",NA,"445281","5769246","false",NA,NA,"DELW_DEBB80001582739"
"813","80001582739","Schwielochsee",NA,"1038","2017","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"443875","5763244","0-2,95",NA,NA,"DELW_DEBB80001582739"
"814","80001582739","Schwielochsee",NA,"1038","2023","Zustandsklasse","Zustands-/Potentialklasse","PHYLIB 5.3","Makrophyten",NA,"443875","5763244","4",NA,NA,"DELW_DEBB80001582739"
"815","80001582739","Schwielochsee",NA,"80001582739_HM","2017","Chl_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","10",NA,NA,"DELW_DEBB80001582739"
"816","80001582739","Schwielochsee",NA,"1033","2017","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"446053","5773006","0-1,9",NA,NA,"DELW_DEBB80001582739"
"817","80001582739","Schwielochsee",NA,"80001582739_1","2005","Chl_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"444387","5763703","57,65",NA,NA,"DELW_DEBB80001582739"
"818","80001582739","Schwielochsee",NA,"80001582739_HM","2017","ST_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","0,9333",NA,NA,"DELW_DEBB80001582739"
"819","80001582739","Schwielochsee",NA,"80001582739_HM","2020","MST IST_PTSI_WERT","Phytoplankton-Taxa-Seen-Index Ist-Wert im Jahresmittel für die Messstelle","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","3,82",NA,NA,"DELW_DEBB80001582739"
"820","80001582739","Schwielochsee",NA,"1037","2014","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"444932","5766558","DS 12",NA,NA,"DELW_DEBB80001582739"
"821","80001582739","Schwielochsee",NA,"1038","2008","M_RAQ","See; Modul Referenzartenquotien","nicht bekannt","Diatomeen",NA,"443875","5763244","0,4",NA,NA,"DELW_DEBB80001582739"
"822","80001582739","Schwielochsee",NA,"80001582739_HM","2021","Zustandsklasse Begründung","DeLFI","DeLFI","Fische",NA,"445145","5765686","Übereinstimmung der Module",NA,NA,"DELW_DEBB80001582739"
"823","80001582739","Schwielochsee",NA,"10300010","2023","M-sicher","M-sicher","PHYLIB 5.3","Diatomeen",NA,"444516","5765112","false",NA,NA,"DELW_DEBB80001582739"
"824","80001582739","Schwielochsee",NA,"80001582739_HM","2017","MST Typ_Nr","PP-Subtyp der bewerteten MST im Jahr der Untersuchung","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","PP 12",NA,NA,"DELW_DEBB80001582739"
"825","80001582739","Schwielochsee",NA,"1031","2008","M_RAQ","See; Modul Referenzartenquotien","nicht bekannt","Diatomeen",NA,"446157","5767362","0,22",NA,NA,"DELW_DEBB80001582739"
"826","80001582739","Schwielochsee",NA,"80001582739_HM","2014","Bewertung Phytoplankton","Bi Phytoplankton ( nach neuer (2009) See-Typzuweisung und Phytosee 4) und Phytofliess","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","3",NA,NA,"DELW_DEBB80001582739"
"827","80001582739","Schwielochsee",NA,"80001582739_HM","2023","MST Gesamtbewertung verbal stufig","PSI verbal  für Messstelle und Jahr","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"445145","5765686","unbefried.",NA,NA,"DELW_DEBB80001582739"
"828","80001582739","Schwielochsee",NA,"10300010","2014","M_RAQ","See; Modul Referenzartenquotien","PHYLIB 5.3","Diatomeen",NA,"444516","5765112","0",NA,NA,"DELW_DEBB80001582739"
"829","80001582739","Schwielochsee",NA,"10300010","2017","MIB","Makrophytenindex Brandenburg","MIB 2004","Makrophyten",NA,"444516","5765112","3,7",NA,NA,"DELW_DEBB80001582739"
"830","80001582739","Schwielochsee",NA,"80001582739_HM","2023","MST IST_PTSI_WERT","Phytoplankton-Taxa-Seen-Index Ist-Wert im Jahresmittel für die Messstelle","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"445145","5765686","3,86",NA,NA,"DELW_DEBB80001582739"
"831","80001582739","Schwielochsee",NA,"1039","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Makrophyten",NA,"444323","5771900","true",NA,NA,"DELW_DEBB80001582739"
"832","80001582739","Schwielochsee",NA,"10300011","2014","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"446147","5765092","2",NA,NA,"DELW_DEBB80001582739"
"833","80001582739","Schwielochsee",NA,"1031","2023","Bewertung (dezimal)","Bewertung (dezimal)","PHYLIB 5.3","Makrophyten",NA,"446157","5767362","4,19",NA,NA,"DELW_DEBB80001582739"
"834","80001582739","Schwielochsee",NA,"80001582739_HM","2014","Chl_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","10",NA,NA,"DELW_DEBB80001582739"
"835","80001582739","Schwielochsee",NA,"80001582739_HM","2023","Sichttiefe_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"445145","5765686","6",NA,NA,"DELW_DEBB80001582739"
"836","80001582739","Schwielochsee",NA,"80001582739_HM","2014","MST N_Indikatortaxa","mittlere Anzahl nutzbarer Indikatortaxa","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","6,5",NA,NA,"DELW_DEBB80001582739"
"837","80001582739","Schwielochsee",NA,"80001582739_HM","2020","MST N_Indikatortaxa","mittlere Anzahl nutzbarer Indikatortaxa","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","12,67",NA,NA,"DELW_DEBB80001582739"
"838","80001582739","Schwielochsee",NA,"1036","2023","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"447144","5770085","2",NA,NA,"DELW_DEBB80001582739"
"839","80001582739","Schwielochsee",NA,"10300011","2017","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"446147","5765092","0-2,98",NA,NA,"DELW_DEBB80001582739"
"840","80001582739","Schwielochsee",NA,"80001582739_HM","2017","MST Bac_Crypto_S_Bew","Bewertung Bac_Crypto für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"445145","5765686","3,01",NA,NA,"DELW_DEBB80001582739"
"841","80001582739","Schwielochsee",NA,"1036","2014","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","PHYLIB 5.3","Diatomeen",NA,"447144","5770085","0,847",NA,NA,"DELW_DEBB80001582739"
